average_slowdown,mean_completion_time,p95_completion_time,utilization,task_failure_rate,tasks_arrived,tasks_failed,experiment,scenario,severity,method,method_label,seed,degradation_pct,agent_r_int,agent_V_epi,agent_V_ale,agent_V_ale_excess,agent_gate_h3,agent_pg_loss
4.218576388888889,14.010416666666666,40.25,0.5657552083333334,0.23958333333333334,96.0,23.0,reward_corruption_training_sweep,reward_corruption_training,medium,heuristic_sjf_bestfit,SJF best-fit heuristic,5,0.0,,,,,,
17.66111111111111,52.5,94.5,0.0,1.0,96.0,96.0,reward_corruption_training_sweep,reward_corruption_training,medium,deeprm_inspired_pg,PG proxy,5,137.12267779305847,,,,,,
5.466254340277779,17.609375,59.96875,0.4912109375,0.33984375,96.0,32.625,reward_corruption_training_sweep,reward_corruption_training,medium,plain_dqn,DQN,5,46.11854928531653,,,,,,
5.658072916666667,17.618489583333332,61.4375,0.52978515625,0.2734375,96.0,26.25,reward_corruption_training_sweep,reward_corruption_training,medium,dqn_rnd,DQN+RND,5,86.16361182712012,0.0,,,,,
10.982660590277778,33.52734375,73.28125,0.17464192708333334,0.7552083333333333,96.0,72.5,reward_corruption_training_sweep,reward_corruption_training,medium,psaim_lite,Simplified PSAIM,5,202.80317353947777,0.010223451964826949,0.010740037208813771,0.0752398818731308,0.0,0.951900981910669,
4.218576388888889,14.010416666666666,40.25,0.5657552083333334,0.23958333333333334,96.0,23.0,reward_corruption_training_sweep,reward_corruption_training,high,heuristic_sjf_bestfit,SJF best-fit heuristic,5,0.0,,,,,,
4.55920138888889,15.5,82.5,0.548828125,0.23958333333333334,96.0,23.0,reward_corruption_training_sweep,reward_corruption_training,high,deeprm_inspired_pg,PG proxy,5,-38.78697466259526,,,,,,
6.839822048611111,20.04296875,62.1875,0.5428059895833333,0.3619791666666667,96.0,34.75,reward_corruption_training_sweep,reward_corruption_training,high,plain_dqn,DQN,5,82.83541395953222,,,,,,
17.5521484375,52.10286458333333,94.15625,0.006184895833333334,0.9934895833333334,96.0,95.375,reward_corruption_training_sweep,reward_corruption_training,high,dqn_rnd,DQN+RND,5,477.50605136700204,0.0,,,,,
7.321744791666667,21.559895833333332,67.03125,0.5275065104166667,0.3893229166666667,96.0,37.375,reward_corruption_training_sweep,reward_corruption_training,high,psaim_lite,Simplified PSAIM,5,101.867984587033,-0.02890042672538725,0.02537820153015783,0.09942990262061357,0.008590196259319782,0.900225034362907,
4.218576388888889,14.010416666666666,40.25,0.5657552083333334,0.23958333333333334,96.0,23.0,reward_corruption_training_sweep,clean,clean,heuristic_sjf_bestfit,SJF best-fit heuristic,6,0.0,,,,,,
7.999826388888889,23.052083333333332,62.0,0.521484375,0.40625,96.0,39.0,reward_corruption_training_sweep,clean,clean,deeprm_inspired_pg,PG proxy,6,0.0,,,,,,
3.2722005208333336,12.2421875,69.25,0.58056640625,0.18880208333333331,96.0,18.125,reward_corruption_training_sweep,clean,clean,plain_dqn,DQN,6,0.0,,,,,,
3.3139105902777777,12.350260416666666,71.5,0.5808919270833333,0.19010416666666666,96.0,18.25,reward_corruption_training_sweep,clean,clean,dqn_rnd,DQN+RND,6,0.0,0.0,,,,,
