average_slowdown,mean_completion_time,p95_completion_time,utilization,task_failure_rate,tasks_arrived,tasks_failed,method,seed,condition,adaptation_lag_steps,agent_r_int,agent_V_epi,agent_V_ale,agent_V_ale_excess,agent_gate_h3
1.0,3.0,3.0,0.25,0.020833333333333332,48.0,1.0,deeprm_inspired_pg,8,clean,,,,,,
3.049546543006383,8.355640136606596,27.275,0.34855143229166663,0.18963043027779064,75.625,14.625,deeprm_inspired_pg,8,stressed,12.541666666666666,,,,,
1.0564236111111112,3.169270833333333,3.0,0.24934895833333331,0.0234375,48.0,1.125,plain_dqn,8,clean,,,,,,
3.3607278042788984,9.217619498152184,30.706249999999997,0.342529296875,0.20789791681836317,75.625,15.875,plain_dqn,8,stressed,13.333333333333332,,,,,
1.0694444444444444,3.2083333333333335,3.0,0.24934895833333331,0.0234375,48.0,1.125,dqn_rnd,8,clean,,0.0,,,,
3.1485772791349538,8.6243766736019,24.074999999999996,0.34969075520833337,0.1932429474158972,75.625,14.75,dqn_rnd,8,stressed,12.452380952380953,0.0,,,,
1.0,3.0,3.0,0.25,0.020833333333333332,48.0,1.0,psaim_lite,8,clean,,-0.0015896767992160856,0.0076909147050583555,0.04771123826503754,0.0032849833369255066,0.9546173933124789
3.4034696570282255,9.421204997315378,28.168749999999996,0.33675130208333337,0.21377722640349545,75.625,16.25,psaim_lite,8,stressed,11.857142857142858,0.0666836769201936,0.09144552218799477,0.06767126638442278,0.0037400899454951286,0.9114892796185545
17.326388888888886,51.97916666666667,94.3,0.0006510416666666666,0.9973958333333333,48.0,47.875,psaim_no_aleatoric,8,clean,,0.007312140090706585,0.007659541916817149,0.0,0.0,0.9546445688419285
15.665616528938372,44.677298748151976,91.5375,0.0,1.0,75.625,75.625,psaim_no_aleatoric,8,stressed,13.125,0.07496476619401378,0.08707939249298362,0.0,0.0,0.87191388679119
1.0390625,3.1171875,3.0,0.24869791666666666,0.026041666666666664,48.0,1.25,psaim_no_gate,8,clean,,0.007666889200920661,0.007666889200920661,0.04609537869691849,0.0,1.0
3.334077445528637,9.288777357798157,30.224999999999994,0.3357747395833333,0.22161231873685272,75.625,17.0,psaim_no_gate,8,stressed,12.61904761904762,-0.13035067830082375,0.08958552554794186,0.08316172659397125,0.004129759967327118,1.0
1.0373263888888888,3.111979166666667,3.0,0.24934895833333331,0.0234375,48.0,1.125,psaim_no_freezing,8,clean,,0.007377340120481589,0.007728322098446589,0.046814337372779846,0.0,0.954584970256927
3.380979606080786,9.368621041279932,31.981249999999992,0.33854166666666663,0.21264208699375348,75.625,16.25,psaim_no_freezing,8,stressed,12.0625,0.02433248279014593,0.1388040652392886,0.06025661434978247,0.0038067521527409554,0.7912872596556599
1.0,3.0,3.0,0.25,0.020833333333333332,48.0,1.0,heuristic_sjf_bestfit,9,clean,,,,,,
2.5043415935472066,7.666520467629946,29.324999999999996,0.35945638020833337,0.12744440183187838,76.125,10.25,heuristic_sjf_bestfit,9,stressed,15.270833333333336,,,,,
10.444444444444445,31.333333333333332,94.3,0.16145833333333334,0.375,48.0,18.0,deeprm_inspired_pg,9,clean,,,,,,
8.317855601647555,24.184309849170127,91.4875,0.2789713541666667,0.35752974837504825,76.125,27.375,deeprm_inspired_pg,9,stressed,11.375,,,,,
1.0390625,3.1171875,3.0,0.24934895833333331,0.0234375,48.0,1.125,plain_dqn,9,clean,,,,,,
3.651297485219126,10.108996283511114,38.224999999999994,0.34236653645833337,0.20231550644828927,76.125,15.875,plain_dqn,9,stressed,10.142857142857142,,,,,
1.0008680555555556,3.002604166666667,3.0,0.25,0.020833333333333332,48.0,1.0,dqn_rnd,9,clean,,0.0,,,,
8.969359417112548,24.550996245334478,67.38749999999999,0.1533203125,0.5922918559556196,76.125,47.0,dqn_rnd,9,stressed,14.791666666666666,0.0,,,,
1.0208333333333335,3.0625,3.0,0.24934895833333331,0.0234375,48.0,1.125,psaim_lite,9,clean,,0.007411507633672421,0.007764369457390996,0.04784410819411278,0.0,0.9545537051456663
