average_slowdown,mean_completion_time,p95_completion_time,utilization,task_failure_rate,tasks_arrived,tasks_failed,experiment,scenario,severity,severity_rank,method,method_label,seed
5.329253472222222,19.154947916666664,83.625,0.460205078125,0.33203125,96.0,31.875,c5_duration_misreport_mechanism,duration_misreport,high,3,sjf_r_0p25,SJF-R(0.25),5
3.1121310763888888,11.635416666666666,65.65625,0.5872395833333333,0.1822916666666666,96.0,17.5,c5_duration_misreport_mechanism,duration_misreport,high,3,psaim_lite,Simplified PSAIM,5
3.383376736111112,12.608072916666668,71.65625,0.5758463541666667,0.1940104166666666,96.0,18.625,c5_duration_misreport_mechanism,duration_misreport,high,3,psaim_rawvar,PSAIM-RawVar,5
5.714409722222221,17.614583333333332,39.5,0.544921875,0.3125,96.0,30.0,c5_duration_misreport_mechanism,duration_misreport,low,1,heuristic_sjf_bestfit,SJF best-fit heuristic,6
5.065407986111111,17.345052083333336,63.75,0.506591796875,0.3151041666666666,96.0,30.25,c5_duration_misreport_mechanism,duration_misreport,low,1,sjf_r_0p10,SJF-R(0.10),6
4.899826388888889,17.643229166666668,76.03125,0.47314453125,0.3098958333333333,96.0,29.75,c5_duration_misreport_mechanism,duration_misreport,low,1,sjf_r_0p17,SJF-R(0.17),6
4.981532118055556,18.51692708333333,82.28125,0.4598795572916666,0.30859375,96.0,29.625,c5_duration_misreport_mechanism,duration_misreport,low,1,sjf_r_0p18,SJF-R(0.18),6
5.173546006944445,19.235677083333336,80.40625,0.4171549479166666,0.3346354166666666,96.0,32.125,c5_duration_misreport_mechanism,duration_misreport,low,1,sjf_r_0p25,SJF-R(0.25),6
3.603255208333333,13.578125,73.03125,0.5511881510416667,0.21875,96.0,21.0,c5_duration_misreport_mechanism,duration_misreport,low,1,psaim_lite,Simplified PSAIM,6
3.113997395833333,11.626302083333332,65.3125,0.589111328125,0.1822916666666666,96.0,17.5,c5_duration_misreport_mechanism,duration_misreport,low,1,psaim_rawvar,PSAIM-RawVar,6
6.061979166666667,18.375,44.5,0.5475260416666666,0.3541666666666667,96.0,34.0,c5_duration_misreport_mechanism,duration_misreport,medium,2,heuristic_sjf_bestfit,SJF best-fit heuristic,6
5.131618923611112,17.81640625,68.625,0.4930826822916666,0.3125,96.0,30.0,c5_duration_misreport_mechanism,duration_misreport,medium,2,sjf_r_0p10,SJF-R(0.10),6
5.123046875,18.13020833333333,70.75,0.4751790364583333,0.32421875,96.0,31.125,c5_duration_misreport_mechanism,duration_misreport,medium,2,sjf_r_0p17,SJF-R(0.17),6
5.449457465277778,18.91145833333333,77.0,0.4759114583333333,0.3268229166666666,96.0,31.375,c5_duration_misreport_mechanism,duration_misreport,medium,2,sjf_r_0p18,SJF-R(0.18),6
5.510763888888889,20.084635416666664,83.21875,0.4292805989583333,0.3515625,96.0,33.75,c5_duration_misreport_mechanism,duration_misreport,medium,2,sjf_r_0p25,SJF-R(0.25),6
3.082942708333333,11.5078125,64.84375,0.591552734375,0.1796875,96.0,17.25,c5_duration_misreport_mechanism,duration_misreport,medium,2,psaim_lite,Simplified PSAIM,6
3.047981770833333,11.43359375,65.59375,0.5917154947916667,0.1796875,96.0,17.25,c5_duration_misreport_mechanism,duration_misreport,medium,2,psaim_rawvar,PSAIM-RawVar,6
6.061979166666667,18.375,44.5,0.5475260416666666,0.3541666666666667,96.0,34.0,c5_duration_misreport_mechanism,duration_misreport,high,3,heuristic_sjf_bestfit,SJF best-fit heuristic,6
5.253819444444444,17.802083333333336,62.6875,0.5010579427083334,0.3190104166666666,96.0,30.625,c5_duration_misreport_mechanism,duration_misreport,high,3,sjf_r_0p10,SJF-R(0.10),6
5.067491319444445,18.013020833333332,77.375,0.4839680989583333,0.3151041666666667,96.0,30.25,c5_duration_misreport_mechanism,duration_misreport,high,3,sjf_r_0p17,SJF-R(0.17),6
5.089995659722222,18.1875,76.5,0.469482421875,0.3177083333333333,96.0,30.5,c5_duration_misreport_mechanism,duration_misreport,high,3,sjf_r_0p18,SJF-R(0.18),6
5.4299913194444445,19.7109375,84.03125,0.4484049479166666,0.3359375,96.0,32.25,c5_duration_misreport_mechanism,duration_misreport,high,3,sjf_r_0p25,SJF-R(0.25),6
3.0498480902777776,11.436197916666668,65.5,0.5919596354166667,0.1796875,96.0,17.25,c5_duration_misreport_mechanism,duration_misreport,high,3,psaim_lite,Simplified PSAIM,6
